Job Title,Position,Company,Job Type,Skill,Work Type,Industry Type,Seniority,City,Province,Min Salary,Max Salary
"Senior Business Analyst, Gft",Business Analyst,Royal Bank of Canada,Full-Time,"Sql, Tableau, Excel, Gap, Snowflake, Teradata",In-Person,Finance,Senior,Vancouver,BC,74080.0,107987.0
Senior Business Analyst - Supply Chain Optimization,AI Analyst,Vancouver Fraser Port Authority,Full-Time,"Excel, Jira",In-Person,Technology,Senior,Vancouver,BC,84552.0,85603.0
Loyalty Campaign & Offer Analyst,AI Analyst,Parkland Corporation,Full-Time,"Database, Tableau, Power BI, Sql, Excel, Python",In-Person,Technology,ANY,Calgary,AB,53314.0,83405.0
Pricing & Legal Project Management Analyst,Others Analyst,Gowling WLG,Full-Time,"Power Bi, Excel, Database, Sql",In-Person,Others,ANY,Toronto,ON,54000.0,75000.0
Claims Compliance Analyst -,AI Analyst,Allstate,Full-Time,"Tableau, Excel",Remote,Government,ANY,South Dundas,ON,96313.0,123968.0
Pricing & Legal Project Management Analyst,Others Analyst,Gowling WLG,Full-Time,"Power Bi, Excel, Database, Sql",In-Person,Others,ANY,Hamilton,ON,54000.0,75000.0
Business Analyst 7735-0214,Business Analyst,Foilcon,Full-Time,"Sql, Gap, Power BI",In-Person,Others,ANY,Toronto,ON,69170.0,100944.0
Pricing & Legal Project Management Analyst,Others Analyst,Gowling WLG,Full-Time,"Power Bi, Excel, Database, Sql",In-Person,Others,ANY,Ottawa,ON,54000.0,75000.0
Senior Business Intelligence Engineer (Gcs),Data Engineer,Royal Bank of Canada,Full-Time,"Python, Sql, Tableau, Jira, Html, Github, Powershell, Javascript",In-Person,Finance,Senior,Toronto,ON,112313.0,130266.0
Pricing & Legal Project Management Analyst,Others Analyst,Gowling WLG,Full-Time,"Power Bi, Excel, Database, Sql",In-Person,Others,ANY,Waterloo,ON,54000.0,75000.0
Pricing & Legal Project Management Analyst,Others Analyst,Gowling WLG,Full-Time,"Power Bi, Excel, Database, Sql",In-Person,Others,ANY,Calgary,AB,54000.0,75000.0
Senior Actuarial Analyst,Others Analyst,Northbridge Financial Corporation,Full-Time,C,In-Person,Technology,Senior,Toronto,ON,68555.0,108545.0
"Board And Ceo Practice, Senior Business Analyst",Business Analyst,Egon Zehnder,Full-Time,Undef,In-Person,Others,Senior,Montréal,QC,57711.0,76882.0
Pricing & Legal Project Management Analyst,Others Analyst,Gowling WLG,Full-Time,"Power Bi, Excel, Database, Sql",In-Person,Others,ANY,Vancouver,BC,54000.0,75000.0
Total Rewards Analyst,Others Analyst,SAIT,Full-Time,Excel,In-Person,Technology,ANY,Calgary,AB,65000.0,85000.0
"Senior Analyst, Revenue Growth Pricing",Others Analyst,Corby Spirit and Wine Limited,Full-Time,"Excel, Machine Learning, Power BI",In-Person,Others,Senior,Toronto,ON,49385.0,104586.0
Senior Business Analyst Order To Cash,Business Analyst,Purolator,Full-Time,"Excel, Excel",In-Person,Others,Senior,Mississauga,ON,61893.0,69574.0
Learning & Development Analyst Student,Others Analyst,PCL Construction,Full-Time,"Power BI, Tableau, Excel",In-Person,Construction,ANY,Edmonton,AB,60758.0,114543.0
"Technical Business Analyst, Capital Markets Technology, Efx",IT Analyst,Scotiabank,Full-Time,"Sql, Gap, Excel",In-Person,Finance,ANY,Toronto,ON,118524.0,162720.0
Senior Analyst Supply Chain Systems,Systems Analyst,Loblaw Companies Limited,Full-Time,"Power Bi, Excel",In-Person,Others,Senior,Brampton,ON,48124.0,81894.0
Data Analyst & Bi Specialist,Data Analyst,UniUni (Uni Express Inc.),Full-Time,"Sql, Aws",Remote,Technology,Senior,Remote,Undef,70000.0,90000.0
"Data Analyst, Business Intelligence",Data Analyst,Bell,Full-Time,"Sas, Sql, Teradata",In-Person,Others,ANY,Toronto,ON,89535.0,98287.0
Business Analyst,Business Analyst,TripNinja,Full-Time,"Power BI, Aws, Sql",Remote,Others,ANY,Remote,Undef,80000.0,90000.0
Senior Data Analyst,Data Analyst,Scene+,Full-Time,"Sql, Python, Tableau, Machine Learning",In-Person,Others,Senior,Toronto,ON,51827.0,136076.0
Power Bi Developer | Data Analyst,Data Analyst,Silver Gold Bull Inc.,Full-Time,"Power Bi, Sql, Mysql, Excel, Zoho Analytics, Database",In-Person,Technology,ANY,Calgary,AB,65000.0,120000.0
Data And Business Intelligence Analyst,Business Analyst,University of Toronto,Full-Time,"Sql, Database, Excel, Power Bi, Python, Postgresql",In-Person,Education,ANY,Toronto,ON,84813.0,108463.0
"Data Analyst, Born Ontario, Temporary Full-Time (1.0)",Data Analyst,CHEO,Full-Time,"Sas, Excel, Sql, Database",In-Person,Others,ANY,Ottawa,ON,72883.0,89440.0
Program Reporting Analyst,Others Analyst,Turner & Townsend,Full-Time,Undef,In-Person,Others,ANY,Toronto,ON,43182.0,73752.0
"Program Management, Business Analyst (16 Month Contract)",Business Analyst,L3Harris Technologies,Part-Time,"Sql, Excel",In-Person,Technology,ANY,Waterdown,ON,91403.0,116032.0
Data Integrity Analyst,IT Analyst,Shared Health,Full-Time,Undef,In-Person,Healthcare,ANY,Winnipeg,MB,77379.0,80838.0
Business Analyst,Business Analyst,Teleperformance,Full-Time,"Excel, Sql",In-Person,Others,ANY,Toronto,ON,51256.0,101626.0
"Business Analyst, Sr",Business Analyst,Saskatchewan Blue Cross,Full-Time,"Excel, Jira",In-Person,Others,Senior,Saskatoon,SK,85644.0,112783.0
Field Data Capture Analyst,Others Analyst,i3 Energy Canada Ltd.,Full-Time,Undef,In-Person,Energy,ANY,Calgary,AB,55214.0,98192.0
Business Analyst,Business Analyst,Scotiabank,Full-Time,"Gap, Sql, Database",In-Person,Finance,ANY,Toronto,ON,57240.0,79609.0
"Analyst, Business Systems",Systems Analyst,Northwestel Inc.,Full-Time,"Html, Php, Perl, Powershell, Css, Python, Javascript",In-Person,Technology,ANY,Whitehorse,YT,63496.0,112895.0
Business Analyst -Pharmacy,Business Analyst,Atlantis IT group,Full-Time,Undef,In-Person,Technology,ANY,Toronto,ON,45766.0,80246.0
Banking Operations Analyst,Others Analyst,Relay Financial,Full-Time,Looker,In-Person,Finance,ANY,Toronto,ON,84323.0,91980.0
Medical Information Analyst (Health Information Management Professional) (12 Month Term),Others Analyst,Canadian Medical Protective Association,Full-Time,Excel,Remote,Healthcare,ANY,Ottawa,ON,68000.0,91000.0
"Senior Data Analyst, Data Analysis Chapter",Data Analyst,EDC,Full-Time,"Sql, Azure, Power Bi, Python, R",In-Person,Others,Senior,Ottawa,ON,37440.0,116124.0
Project Analyst,Others Analyst,Town of Okotoks,Full-Time,"Power Platform, Azure",In-Person,Others,ANY,Okotoks,AB,42333.0,134371.0
Inventory Analyst,Others Analyst,GraingerCanada,Full-Time,Sql,In-Person,Others,ANY,Thornhill,ON,50092.0,102093.0
Business System Analyst -Data Engineer,Systems Analyst,Zortech Solutions,Full-Time,Sql,In-Person,Technology,ANY,Toronto,ON,120000.0,130000.0
Database Analyst,Database Analyst,R.E. ROYAL TRADING INC.,Full-Time,Database,In-Person,Technology,ANY,Concord,ON,88524.0,124765.0
Business System Analyst -Data Engineer,Systems Analyst,Esolutions,Full-Time,Sql,In-Person,Consulting,ANY,Toronto,ON,71659.0,79342.0
"Analyst, Supply Chain Management",AI Analyst,Elk Valley Resources,Full-Time,"Excel, Reason",In-Person,Others,ANY,Sparwood,BC,82000.0,101000.0
Supply Chain Analyst,AI Analyst,Cardinal Health,Full-Time,"Tableau, Excel",In-Person,Healthcare,ANY,Vaughan,ON,47051.0,120843.0
Senior Business Process Analyst,Business Analyst,BC Financial Services Authority,Full-Time,C,In-Person,Service,Senior,Vancouver,BC,87872.0,136815.0
Sustainable Investing Analyst (6-Month Contract),AI Analyst,Mackenzie Financial Corporation,Part-Time,Undef,In-Person,Technology,ANY,Greater Toronto Area,ON,76247.0,95876.0
Hris Analyst - 8 To 12 Month Term,Others Analyst,Northwestel Inc.,Full-Time,"Html, Excel, Sql, Database",In-Person,Technology,ANY,Yellowknife,NT,81969.0,120800.0
Power Market Analyst - 24321,Others Analyst,Enverus,Full-Time,"Python, Sql",In-Person,Others,ANY,Calgary,AB,67081.0,95286.0
Business Analyst - Ottawa,Business Analyst,RealDecoy,Full-Time,"Html, Tableau, Power BI, Sql, Php, Css, Qlik Sense, Python, Javascript",In-Person,Others,ANY,Ottawa,ON,125492.0,168732.0
Research Analyst (Green Infrastructure),Research Analyst,Toronto and Region Conservation Authority (TRCA),Full-Time,"R, Python, C#, Excel, Julia, C",In-Person,Technology,ANY,Concord,ON,76294.0,88420.0
Fp&A Business Analyst,Business Analyst,CGI,Full-Time,Undef,In-Person,Others,ANY,Toronto,ON,102013.0,140539.0
Operations Analyst (Business Operations),Business Analyst,Western University,Full-Time,"Excel, Database",In-Person,Education,ANY,London,ON,63204.0,65057.0
"Senior Analyst, Fraud Strategy & Analytics",Strategy Analyst,EQ Bank | Equitable Bank,Full-Time,"Tableau, Sql, Power Bi, Python, R",In-Person,Finance,Senior,Toronto,ON,65733.0,122527.0
Senior Business Analyst,Business Analyst,Fraser Health,Full-Time,Undef,In-Person,Healthcare,Senior,Surrey,BC,79289.0,113984.0
"Business Analyst Consultant, Savings & Retirement (S&R)",Business Analyst,Equitable CA,Full-Time,R,In-Person,Others,ANY,Waterloo,ON,95872.0,99327.0
Business Systems Analyst,Systems Analyst,Rubinza Inc.,Full-Time,Database,In-Person,Technology,ANY,Richmond Hill,ON,90064.0,118901.0
Intern - Crm Analyst (Fall 2024),Others Analyst,Senators Sports & Entertainment,Part-Time,"Database, Excel",In-Person,Media,Junior,Ottawa,ON,85025.0,109775.0
Business Analyst - Computer Systems,Systems Analyst,APITable Ltd.,Full-Time,"Html, Github",In-Person,Technology,ANY,Markham,ON,91520.0,105153.0
Industrial Process Analyst,Others Analyst,Spectra Aluminum Products,Full-Time,"Power Bi, Tableau, Qlikview",In-Person,Others,ANY,Bradford,ON,70071.0,113896.0
Pricing Analyst,Others Analyst,Ventura Foods,Full-Time,Excel,In-Person,Others,ANY,Etobicoke,ON,56372.0,64863.0
Business Systems Analyst,Systems Analyst,Gold Valley Daycare & Osc,Full-Time,Undef,In-Person,Others,ANY,Leduc,AB,98009.0,106307.0
"Analyst, Network-Gis-Ns&Uc S",Others Analyst,Apotex Inc.,Full-Time,"Excel, R",In-Person,Technology,ANY,North York,ON,76528.0,111202.0
"Business Systems Analyst, Capital Markets Technology, Hybrid",Systems Analyst,Scotiabank,Full-Time,"Sql, Html, Excel, Perl, Gap, Shell, Java, Python",Hybrid,Finance,ANY,Toronto,ON,68561.0,145541.0
Senior Business Systems Analyst,Systems Analyst,Royal Bank of Canada,Full-Time,"Jira, Sql, Confluence",In-Person,Finance,Senior,Toronto,ON,91141.0,103386.0
Senior Business Systems Analyst,Systems Analyst,The Maples Group (Financial Services),Full-Time,"Gap, Excel",In-Person,Service,Senior,Montréal,QC,77346.0,100722.0
Strategic Sourcing Analyst,Others Analyst,SGS,Full-Time,Excel,In-Person,Others,ANY,Mississauga,ON,52772.0,109373.0
Business Systems Analyst (Network Services),Systems Analyst,City of London,Full-Time,Undef,In-Person,Government,ANY,London,ON,58649.0,85218.0
Econ 24R - Economic Analyst,Others Analyst,BC Public Service,Full-Time,"Power Bi, Tableau, R",In-Person,Service,ANY,Victoria,BC,76071.0,86658.0
Pricing Analyst,Others Analyst,Pratts Food Service Alberta,Full-Time,"Power Bi, Tableau, Excel, Sql",In-Person,Service,ANY,Rocky View County,AB,47266.0,64725.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,Excel,In-Person,Healthcare,Senior,Ottawa,ON,56000.0,84000.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,Excel,In-Person,Healthcare,Senior,Toronto,ON,56000.0,84000.0
"Sr. Analyst, Omni Channel",Others Analyst,Loblaw Companies Limited,Full-Time,"Bigquery, Tableau, Power BI, Sql, Excel, Sas, Google Cloud Platform, Python, Looker, R",In-Person,Others,Senior,Brampton,ON,62421.0,68819.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,Excel,In-Person,Healthcare,Senior,Halifax,NS,56000.0,84000.0
Senior Procurement Analyst,Others Analyst,Scotiabank,Full-Time,Undef,In-Person,Finance,Senior,Toronto,ON,128434.0,143939.0
"Senior Business Analyst, It Business Solutions [Oneit]",IT Analyst,WSP,Full-Time,"Gap, Fabric, Power Platform, Excel",In-Person,Others,Senior,Montréal,QC,69702.0,112299.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,Excel,In-Person,Healthcare,Senior,Calgary,AB,56000.0,84000.0
Senior Actuarial Analyst -,Others Analyst,Allstate,Full-Time,"C#, Python",Remote,Government,Senior,Markham,ON,85000.0,133750.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,Excel,In-Person,Healthcare,Senior,Vancouver,BC,56000.0,84000.0
Information Analyst - Data Quality,IT Analyst,eHealth Saskatchewan,Full-Time,"Power Bi, Sql, Database",In-Person,Healthcare,ANY,Regina,SK,74152.0,90272.0
Data Analyst,Data Analyst,Sri Technosoft Solutions,Full-Time,"Power Bi, Tableau, Python, Sql",In-Person,Technology,ANY,Edmonton,AB,61405.0,94786.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,Excel,In-Person,Healthcare,Senior,Victoria,BC,56000.0,84000.0
"Analyst, Data Valorization",Others Analyst,Desjardins,Full-Time,Database,In-Person,Others,ANY,Montréal,QC,81017.0,93630.0
Business Data Analyst,Data Analyst,Tecqify Solutions Inc,Full-Time,Undef,In-Person,Technology,ANY,Abbotsford,BC,97760.0,112979.0
Business Analyst,Business Analyst,BMO Financial Group,Full-Time,Sql,In-Person,Finance,ANY,Toronto,ON,60000.0,111700.0
"Data Quality Analyst, Tft",IT Analyst,Niagara Health System,Full-Time,Crystal,In-Person,Healthcare,ANY,St. Catharines,ON,83449.0,94411.0
Analyst Technology Strategy,Strategy Analyst,Sobeys,Full-Time,Undef,In-Person,Others,ANY,Mississauga,ON,73863.0,91016.0
Database Analyst,Database Analyst,AG IT Consulting,Full-Time,"Database, Database",In-Person,Technology,ANY,Concord,ON,91520.0,100662.0
"Lead, Manufacturing Analyst",Manufacture Analyst,Vista,Full-Time,"Tableau, Sql, Excel, Snowflake, Vba, Looker, R",In-Person,Others,Senior,Lakeshore,ON,75489.0,116163.0
"Analyst Ii, Backbook Risk",Risk Analyst,Affirm,Full-Time,"Machine Learning, Python, Sql",Remote,Others,ANY,Toronto,ON,109000.0,159000.0
"Policy, Planning And Research Analyst",Policy Analyst,Eastern Health Canada,Full-Time,Database,Remote,Healthcare,ANY,Remote,Undef,68515.0,76440.0
Business Analyst,Business Analyst,Tekshapers Inc,Full-Time,"Sql, Aws, Hadoop, Database",In-Person,Technology,ANY,Toronto,ON,100000.0,106974.0
Operations Technical Analyst,Others Analyst,"Raymond James Financial, Inc.",Full-Time,"Power BI, Sql, Excel, Power BI, Vba",In-Person,Technology,ANY,Vancouver,BC,70000.0,90000.0
Business Intelligence Developer,Business Analyst,Buckland,Full-Time,"Ssis, Sql, Ssrs, Power Bi, SQL, Git, Python, R",In-Person,Real Estate,ANY,St. Thomas,ON,45008.0,95659.0
"Business Analyst Student, Fleet Services (12 Months) - Fall 2024",Business Analyst,Canadian Tire Corporation,Full-Time,Excel,In-Person,Technology,ANY,Mississauga,ON,60846.0,64750.0
Supply Chain Analyst,AI Analyst,Growers First,Full-Time,Excel,In-Person,Others,ANY,York,ON,60000.0,75000.0
Systems Analyst,Systems Analyst,St. Paul Education,Full-Time,Database,In-Person,Education,ANY,St. Paul,AB,59922.0,102852.0
Senior Technology Risk Analyst,Risk Analyst,Mastercard,Full-Time,Undef,In-Person,Others,Senior,Toronto,ON,79541.0,110399.0
Marketing Analyst,Others Analyst,"NRI Industrial Sales, LLC.",Full-Time,Undef,In-Person,Manufacturing,ANY,Mississauga,ON,80000.0,93180.0
Continuous Improvement Analyst - (12 Month Term Certain),AI Analyst,Agriculture Financial Services Corporation,Full-Time,Gap,In-Person,Service,ANY,Lacombe,AB,75715.0,100652.0
Senior Analyst,Others Analyst,Canadian Institute for Health Information,Full-Time,"Python, Vue, Excel, Sas, R",In-Person,Healthcare,Senior,Ottawa,ON,49243.0,177563.0
Senior Information Analyst,Others Analyst,University of Toronto,Full-Time,"Python, Tableau, Sql, Machine Learning, Power BI, Sas, Azure, Power Bi, R",In-Person,Education,Senior,Toronto,ON,95627.0,122290.0
Analyst - Accounts Payable,Others Analyst,Kinross Gold Corporation,Full-Time,Excel,In-Person,Technology,ANY,Toronto,ON,88011.0,104465.0
"Data Analyst Ii (Temporary – 6 Months) - (Google Analytics, Adobe Analytics)",Data Analyst,Intact,Full-Time,"Machine Learning, Sql, Excel, Power Bi, Power BI, Snowflake, Python",In-Person,Others,ANY,Montréal,QC,79770.0,86005.0
Supply Chain Analyst,AI Analyst,Sonora Foods Ltd,Full-Time,Excel,In-Person,Others,ANY,Brampton,ON,85533.0,85824.0
Oracle Erp Data Analyst – Reconciliation Specialist,Data Analyst,AstraNorth,Full-Time,"Sql, Excel, Python, R, Tableau, Power Bi",In-Person,Others,Senior,Brampton,ON,67858.0,89061.0
"Analyst, Discretionary Reconciliation & Systems",Systems Analyst,Wellington-Altus Private Wealth Inc.,Full-Time,Excel,In-Person,Technology,ANY,Winnipeg,MB,64587.0,100744.0
"Senior Analyst, Primary Health Care Strategy And Data Advancement",Strategy Analyst,Canadian Institute for Health Information,Full-Time,"Sas, Python, R, Machine Learning, C",In-Person,Healthcare,Senior,Toronto,ON,97215.0,127451.0
Marketing Data Analyst/Analyste Des Données Marketing,Data Analyst,Playground,Full-Time,"Sql, Database, Tableau, Excel, Python, R",In-Person,Others,ANY,Kahnawake,QC,95364.0,114149.0
Inside Sales Rep & Junior Business Analyst,Business Analyst,Amsterdam Brewery,Full-Time,Undef,In-Person,Others,Junior,Toronto,ON,81918.0,98061.0
Cfd Analyst,Others Analyst,Enerkem Inc.,Full-Time,"C#, Python",In-Person,Technology,ANY,Sherbrooke,QC,59313.0,92707.0
"Senior Analyst, Operations, Controls And Governance",Others Analyst,Manulife,Full-Time,Undef,In-Person,Insurance,Senior,Montréal,QC,68250.0,113750.0
Data Insights Analyst,Others Analyst,BAM Strategy,Full-Time,"Tableau, Sql, Excel, Power Bi, Power BI, Sas, Python, Looker, Database, Spss",Remote,Consulting,ANY,Remote,Undef,85878.0,89609.0
Sr Securities Data Analyst,Data Analyst,Royal Bank of Canada,Full-Time,"Sql, Visual Basic, Machine Learning, Big Data, Excel, Python, Vba, R",In-Person,Finance,Senior,Bedford,NS,85954.0,87901.0
Client Analyst- Surgical Instruments,Others Analyst,Clarivate,Full-Time,"Python, Sql",In-Person,Others,ANY,Toronto,ON,42615.0,145072.0
"Senior Business Analyst, Scheduling (10-Month Contract)",Business Analyst,The Salvation Army Canada and Bermuda,Part-Time,Azure,Remote,Others,Senior,Toronto,ON,113343.0,136011.0
Business Analyst,Business Analyst,ASEBP,Full-Time,"Sql, Power Bi, Excel",In-Person,Others,ANY,Edmonton,AB,83977.0,89290.0
Database Analyst,Database Analyst,ABOMIS INNOVATIONS INC.,Full-Time,"Sql, Database, Database, C#, Python",In-Person,Technology,ANY,Vancouver,BC,85280.0,130942.0
"Business Systems Analyst, Liquidity Risk",Systems Analyst,Scotiabank,Full-Time,"Big Data, Sql, Confluence, Gap, Python, Jira",In-Person,Finance,ANY,Toronto,ON,58935.0,114927.0
Edp (Electronic Data Processing) Systems Analyst,Systems Analyst,STAR CHOICE FINANCIAL GROUP INC.,Full-Time,"Database, Python, Sql, Mysql",In-Person,Technology,ANY,North York,ON,89440.0,143238.0
Database Analyst,Database Analyst,Avari Wireless Corporation,Full-Time,Database,In-Person,Technology,ANY,Burnaby,BC,77334.0,83200.0
"Consultant, Senior Business Analyst",Business Analyst,Alimentiv,Full-Time,"Azure, Gap, Power Bi, Aws",Remote,Others,Senior,Remote,Undef,69491.0,84703.0
Research Analyst,Research Analyst,Ballad Consulting Group,Full-Time,"Tableau, Excel",In-Person,Consulting,ANY,Edmonton,AB,50000.0,60000.0
Measurement Services Business Analyst,Business Analyst,FortisBC,Full-Time,"C#, Sas",In-Person,Others,ANY,Penticton,BC,37601.0,115875.0
"Analyst, Valuation Advisory",Others Analyst,Altus Group,Full-Time,"Excel, Database",In-Person,Others,ANY,Halifax,NS,74554.0,87855.0
Business Analyst Specialist- Fixed Income Application Support,Business Analyst,Scotiabank,Full-Time,"Sql, Confluence, Excel, Jira, Factor",In-Person,Finance,Senior,Toronto,ON,64331.0,89750.0
Senior Reinsurance Analyst,Others Analyst,RGA,Full-Time,"Excel, Sql",In-Person,Others,Senior,Toronto,ON,72609.0,99633.0
Accounting Research Analyst,Research Analyst,City of Calgary,Full-Time,Excel,In-Person,Government,ANY,Calgary,AB,94702.0,126588.0
Procurement Analyst,Others Analyst,Mckeil Marine Limited,Full-Time,"Gap, Excel",In-Person,Others,ANY,Burlington,ON,119298.0,138113.0
Investment Appraisal & Portfolio Management Analyst,AI Analyst,Cenovus Energy,Full-Time,Excel,In-Person,Energy,ANY,Calgary,AB,78960.0,119448.0
Business Process Analyst,Business Analyst,Global Variable Inc.,Full-Time,"Database, Jira",In-Person,Technology,ANY,Hamilton,ON,93600.0,93927.0
"Analyst, Supply Chain Replenishment",AI Analyst,Loblaw Companies Limited,Full-Time,Excel,In-Person,Others,ANY,Brampton,ON,81295.0,115105.0
Estimator/Procurement Analyst,Others Analyst,Biiibo Inc.,Full-Time,"Excel, Database",In-Person,Technology,ANY,Concord,ON,68197.0,72315.0
Technical Solutions Analyst,Others Analyst,PCL Construction,Full-Time,"Sql, Power Bi, Gap, Power Bi, Database",In-Person,Construction,ANY,Edmonton,AB,36331.0,57029.0
Sr. Analyst Compensation,Others Analyst,Vancouver City Savings Credit Union,Full-Time,Excel,In-Person,Technology,Senior,Vancouver,BC,71500.0,107300.0
Senior Database Analyst - Postgresql Cloud Dba - Hybrid,Database Analyst,Royal Bank of Canada,Full-Time,"Database, Database, Postgresql, Azure, Aws, Github, Mysql, Sql, Mysql, SQL, Mariadb",Hybrid,Finance,Senior,Toronto,ON,122516.0,126849.0
Career Re-Entry - Operations Training Reporting Analyst V,AI Analyst,Enbridge,Full-Time,"Power Bi, Power Bi, Sql",In-Person,Others,ANY,Edmonton,AB,57195.0,108571.0
